Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: Video on sedition case vs. Robredo MISLEADS,2022-02-21T19:15:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-sedition-case-vs-robredo-mislead,https://verafiles.org/wp-content/uploads/6716/45/021722_MISLEADING_Robredo_sedition_audio_WEB_copy.png,The Department of Justice (DOJ) dismissed this complaint in 2020 due to lack of probable cause.,MISLEADING,"“Santa Mama, pinatungan ng patong-patong na kaso (Saint Mama was charged with several cases).”",,,,,,,,,,,,
"VERA FILES FACT CHECK: Posts MISLEADINGLY credit CCLEX to Duterte, again",2022-02-23T11:11:00+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-misleadingly-credit-cclex-dutert,https://verafiles.org/wp-content/uploads/8016/45/022122_MISLEADING_CCLEX_Duterte_WEB_REV.png,"The project commenced under Aquino, who was president from June 2010 to June 2016.",MISLEADING,"“the financing, design, construction, implementation, operation and maintenance”",,,,,,,,,,,,
"VERA FILES FACT CHECK: Posts MISLEADINGLY credit CCLEX to Duterte, again",2022-02-23T11:11:00+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-misleadingly-credit-cclex-dutert,https://verafiles.org/wp-content/uploads/8016/45/022122_MISLEADING_CCLEX_Duterte_WEB_REV.png,"The project commenced under Aquino, who was president from June 2010 to June 2016.",MISLEADING,"“the financing, design, construction, implementation, operation and maintenance”",,,,,,,,,,,,
VERA FILES FACT CHECK: Video resurrects FALSE claims on Marcos court cases,2022-02-24T19:12:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-resurrects-false-claims-marcos-c,https://verafiles.org/wp-content/uploads/3216/45/022222_FALSE_Marcos_claims_compilation_Kaalam_WEB_copy.png,It further misleads by claiming that Marcos was acquitted in the international court.,MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Old Robredo election ad altered to MISLEAD,2022-03-08T12:29:00+00:00,https://verafiles.org/articles/vera-files-fact-check-old-robredo-election-ad-altered-mislea,https://verafiles.org/wp-content/uploads/9516/46/030722_MISLEADING_Robredo_edited_commercial_WEB_copy.jpg,An old election campaign video of Vice President and presidential aspirant Leni Robredo was altered with the use of unrelated images to present misleading information about her.,MISLEADING,“localities’ needs or their record of good governance.”,“Dalhin natin ang pag-unlad kung saan kulang (Let’s bring progress where it’s lacking).”,,,,,,,,,,,
VERA FILES FACT CHECK: Video showing Robredo calling herself ‘lugaw’ MISLEADS,2022-03-18T07:45:00+00:00,https://verafiles.org/articles/vera-files-fact-check-video-showing-robredo-calling-herself,https://verafiles.org/wp-content/uploads/2916/47/031722_MISLEADING_Leni_spliced_speech_WEB_copy.png,"The term “lugaw” has been used by trolls and detractors to mock Robredo, after her supporters served rice porridge to raise funds for her campaign during the 2016 elections.",MISLEADING,"“pero Leni is lugaw rin,”","“Lugaw man sa kanilang paningin, pero Leni is lugaw rin (Might look like porridge in their eyes, but Leni is porridge too).”",,,,,,,,,,,
VERA FILES FACT CHECK: Duterte statement on passing presidency to Marcos Jr. lifted from a 2016 video,2022-03-18T10:48:00+00:00,https://verafiles.org/articles/vera-files-fact-check-duterte-statement-passing-presidency-m,https://verafiles.org/wp-content/uploads/1116/47/031722_MISLEADING_Duterte_supports_BBM_WEB_copy.png,"In a Feb. 25 interview with acting Palace spokesperson Martin Andanar, Duterte said he is not certain about endorsing a candidate in the May 9 elections. “I may or I may not but preferably I’d like to stay neutral.”",MISLEADING,“I may or I may not but preferably I’d like to stay neutral.”,,,,,,,,,,,,
VERA FILES FACT CHECK: MISLEADING clip claims Sharon Cuneta exposed Robredo’s communist links,2022-03-21T03:20:00+00:00,https://verafiles.org/articles/vera-files-fact-check-misleading-clip-claims-sharon-cuneta-e,https://verafiles.org/wp-content/uploads/3616/47/031622_MISLEADING_Sharon_on_Leni-NPA_web.png,She was talking about a recent disinformation narrative targeting Robredo.,MISLEADING,“has forged any agreement with any of the political parties running in the May 2022 elections.”,“May paandar pang bubuo daw ako ng coalition government kasama ang CPP-NPA-NDF. Para klaro: kasinungalingan ito (There are even talks claiming I will create a coalition government with the CPP-NPA-NDF. Just to be clear: this is a lie).”,"“Wala na silang masira kay Ma’am Leni. Ang bago: kakampi na daw ng NPA. Sabi ko, that’s not true! Pero akalain mo, kung totoo ‘yon, aba’y siya ang magiging kauna-unahang presidente na paniniwalaan ng NPA. Eh ‘di pati Abu Sayyaf, friends na natin. Wala nang terrorists.”",“I’m still the same girl. Mas natuto lang lumaban dahil maraming mahilig magkalat ng (I just learned how to fight back because a lot of people love spreading) fake news.”,“Siya ang magiging kauna-unahang presidente na paniniwalaan ng NPA. Eh ‘di pati Abu Sayyaf friends na natin. Wala nang terrorist.”,,,,,,,,
VERA FILES FACT CHECK: ‘Kurap vs Di Kurap’ video showing road projects and statues as legacies MISLEADING,2022-03-24T11:57:00+00:00,https://verafiles.org/articles/vera-files-fact-check-kurap-vs-di-kurap-video-showing-road-p,https://verafiles.org/wp-content/uploads/1016/48/031622_MISLEADING_TikTok_corrupt_collage_WEB.png,"Many of the bronze busts, statues and monuments were not built during the terms of both Aquinos. Some of the statues were also privately funded or donated by artists.",MISLEADING,"“[B]akit ganun kung sino di kurap Sila yung walang nagawa, Yung mga kurap madaming nagawa (Why is it that those who were not corrupt were the ones who have done nothing, while the ones who are corrupt have done many things). #duterte #dutertelangmalakas”",,,,,,,,,,,,
VERA FILES FACT CHECK: Post on 10-year-old Sharon Cuneta interview with Imelda Marcos MISLEADING,2022-04-08T14:13:00+00:00,https://verafiles.org/articles/vera-files-fact-check-post-10-year-old-sharon-cuneta-intervi,https://verafiles.org/wp-content/uploads/3016/49/040422_MISLEADING_Sharon_pro-Imelda_Marcos_WEB_copy.png,A statement made 10 years ago by singer-actress Sharon Cuneta about former first lady Imelda Marcos was revived and twisted to make it look like she is supporting the Marcos family in this year’s elections.,MISLEADING,"“Sabihin man nila ang anuman ang nais nilang sabihin sa mga Marcos lalo na kay ginang Imelda, isa lang po talaga ang nakakaalam ng totoo: ang Panginoong Diyos.”",“Husgahan nyo man at ibaba ang Family Marcos (Even if you judge and take down the Marcoses) | God will put them up.”,,,,,,,,,,,
VERA FILES FACT CHECK: Posts MISLEAD with dismissed sedition raps vs. Robredo,2022-04-21T05:46:55+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-mislead-with-dismissed-sedition-raps-vs-robredo,https://verafiles.org/wp-content/uploads/2022/04/041822-MISLEADING-Robredo-sedition_web.jpg,Netizens revived an old report about the charges filed against Vice President Leni Robredo in 2019 to insinuate that she does not have a “clean record.”,MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Moreno’s appointment as new Marcos spox is SATIRE,2022-04-22T09:06:04+00:00,https://verafiles.org/articles/vera-files-fact-check-morenos-appointment-as-new-marcos-spox-is-satire,https://verafiles.org/wp-content/uploads/2022/04/042122-SATIRE-Isko-new-Marcos-spox_WEB.jpg,"A satirical Facebook post claimed Manila Mayor Isko Moreno will be the new mouthpiece of rival presidential candidate Bongbong Marcos is misleading netizens. Despite the hashtags #SatireNews and #parody indicated in the post, some netizens believed it was true.",MISLEADING,“satire/parody and political commentary platform.”,“ISKO MORENO REPLACES VIC RODRIGUEZ AS MARCOS SPOKESPERSON.”,,,,,,,,,,,
VERA FILES FACT CHECK: 2018 post tagging 9 leftist groups as ‘party lists’ for 2022 polls MISLEADING,2022-04-29T10:01:03+00:00,https://verafiles.org/articles/vera-files-fact-check-2018-post-tagging-9-leftist-groups-as-party-lists-for-2022-polls-misleading,https://verafiles.org/wp-content/uploads/2022/04/042122-misleading-leftist-groups-are-partylists.jpg,Only five groups on the list are in the Commission on Elections’ official list of party list contenders in the May 9 polls.,MISLEADING,"“BABALA SA MGA BOTANTE HUWAG KAYONG BUMOTO KAHIT ISA NITONG MGA PARTY LIST NA KONTRA GOBYERNO,, SAYANG ANG BUWIS NATIN TAONG BAYAN.”",,,,,,,,,,,,
VERA FILES FACT CHECK: FB page criticizes Robredo for using the term ‘in a good place’,2022-04-30T09:59:43+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-page-criticizes-robredo-for-using-the-term-in-a-good-place,https://verafiles.org/wp-content/uploads/2022/04/042722-MISLEADING-Robredo_Chui-in-a-good-place_web.jpg,"Several linguistic sources show that Robredo used the correct idiom in her birthday message to Chiu. According to the Oxford Learner’s Dictionaries of the Oxford University Press, being in a “good, bad, dark, etc. place” is to feel “happy, sad, worried, etc. about something” or “to be in a good, bad, unhappy, etc. state.”",MISLEADING,“They are in a better place now”,"“feelings, situation, or mental condition.”","“good, bad, dark, etc. place”","“happy, sad, worried, etc. about something”","“to be in a good, bad, unhappy, etc. state.”",“Only a dumb person would say ‘you’re in a good place now’ to someone who is alive. But it is equally dumb for that someone to take it as a compliment.”,"“Kim, happy happy birthday. Magkasunod pala birthday natin (I didn’t know we have consecutive birthdays.) But I want to wish you a very happy birthday, I know you’re in a good place now.”",,,,,,
VERA FILES FACT CHECK: Netizens fall for SATIRE on Marcos vowing to reduce unemployment rate to zero,2022-05-07T01:33:14+00:00,https://verafiles.org/articles/vera-files-fact-check-netizens-fall-for-satire-on-marcos-vowing-to-reduce-unemployment-rate-to-zero,https://verafiles.org/wp-content/uploads/2022/05/050522-SATIRE-Marcos-job-satire_WEB.jpg,A satirical Facebook page claiming presidential candidate Ferdinand “Bongbong” Marcos Jr. promised to lower the country’s unemployment rate to zero is misleading netizens into believing it to be true.,MISLEADING,“fake news you can trust.”,"“BONGBONG MARCOS PROMISES FILIPINOS MORE JOBS, PLANS TO OPEN MORE BRANCHES OF KRUSTY KRAB AND EDI SA PUSO MO (in your heart).”",,,,,,,,,,,
VERA FILES FACT CHECK: Graphic with ‘party-lists’ endorsing Robredo MISLEADS,2022-05-08T02:55:46+00:00,https://verafiles.org/articles/vera-files-fact-check-graphic-with-party-lists-endorsing-robredo-misleads,https://verafiles.org/wp-content/uploads/2022/05/050322-misleading-pol-parties-endorse-leni.jpg,Aksyon Demokratiko and the ruling PDP-Laban are political parties – not party-lists. And both are fielding other presidential candidates.,MISLEADING,"“That’s obviously not credible and simply erroneous as the PDP Laban Party already announced its official endorsement of the candidacy of Bongbong Marcos and Sara Duterte in an Official Party Resolution dated 21 March 2022,”","“Patuloy ang aming misyon na ipanalo ang aming Party President at standard bearer na si Mayor Isko Moreno Domagoso (We will continue our mission of helping our Party President and standard bearer Mayor Isko Moreno Domagoso win),”",“are not supporting and will not support Leni Robredo.”,"“The people backing Robredo presidency,”",,,,,,,,,
VERA FILES FACT CHECK: FB netizens MISLEAD with partial results of 2016 polls,2022-05-09T06:08:25+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-netizens-mislead-with-partial-results-of-2016-polls,https://verafiles.org/wp-content/uploads/2022/05/050922-MISLEADING-2016-count-revived_TAG.jpg,"Have you seen any dubious claims, photos, memes, or online posts that you want us to verify? Fill out this reader request form or send it to ‘VERA, the truth bot’ on Viber. (Editor’s Note: VERA Files has partnered with Facebook to fight the spread of disinformation. Find out more about this partnership and our methodology.) Read other […]",MISLEADING,,,,,,,,,,,,,
VERA FILES FACT CHECK: Video with MISLEADING claim on Robredo’s dismissed cases resurfaces,2022-05-20T09:50:39+00:00,https://verafiles.org/articles/vera-files-fact-check-video-with-misleading-claim-on-robredos-dismissed-cases-resurfaces,https://verafiles.org/wp-content/uploads/2022/05/051922-MISLEADING-Robredo-cases_SHORTIE-ENG.jpg,"A Facebook page reuploaded a TikTok video claiming that Vice President Leni Robredo has pending cases, including sedition. This is misleading.",MISLEADING,"“Kulay Pink ang Rosas Dami pala kaso (Roses are pink [she] apparently has a lot of cases),”",,,,,,,,,,,,
VERA FILES FACT CHECK: Mandatory ROTC for Grades 11 and 12 NOT yet a law,2022-05-20T12:59:49+00:00,https://verafiles.org/articles/vera-files-fact-check-mandatory-rotc-for-grades-11-and-12-not-yet-a-law,https://verafiles.org/wp-content/uploads/2022/05/052022-MISLEADING-ROTC-passed_ENG_REV2.jpg,"No such bill making ROTC mandatory has been passed. Both Houses of Congress need to pass a bill on third reading, reconcile both versions, and ratify the final measure before transmitting it to the President for signing into law.",MISLEADING,"“HELLO MGA AKTIBISTA… MANDATORY ROTC IS ON THE GO NA! (Hello, activists… Mandatory ROTC is already on the go!)”",,,,,,,,,,,,
VERA FILES FACT CHECK: 2019 photos of rice prices in Davao City MISLEAD,2022-05-28T06:17:54+00:00,https://verafiles.org/articles/vera-files-fact-check-2019-photos-of-rice-prices-in-davao-city-mislead,https://verafiles.org/wp-content/uploads/2022/05/052722-MISLEADING-Rice-prices_SHORTIES-ENG-REV.jpg,"Current rice prices in that particular location range from P33 to P38 per kilo as of May 25, according to a fact check article written by community paper and Tsek.ph partner MindaNews.",MISLEADING,"“Presyo ng Bigas (Price of rice in) front of GMALL (Gaisano Mall,) CALINAN DAVAO CITY near [the] overpass | Thanks DEPARTMENT OF AGRICULTURE.”",,,,,,,,,,,,
